PHILIPPINES,Year,Month,Price,Annual Price,MonthNum,Date
"SILING-TAMBAN (BELL PEPPER), 1 KG",2022,January,90.92,88.61,1,1/1/2022
"PATATAS (POTATO), 1 KG",2022,January,80.05,78.83,1,1/1/2022
"LETTUCE (LITSUGAS), 1 KG",2022,January,100.99,98.01,1,1/1/2022
"GREEN BEANS (BAGUIO BEANS), 1 KG",2022,January,70.05,68.42,1,1/1/2022
"SILING LABUYO (RED CHILI), 1 KG",2022,January,100.03,98.78,1,1/1/2022
"KOLITIS/URAY (AMARANTH), 1 KG",2022,January,55.92,57.87,1,1/1/2022
"TOGUE (BEAN SPROUTS), 1 KG",2022,January,30.05,29.46,1,1/1/2022
"PAKO (FIDDLEHEAD FERN), 1 KG",2022,January,70.03,68.2,1,1/1/2022
"MUSHROOM (OYSTER/FRESH), 1 KG",2022,January,160.15,167.54,1,1/1/2022
"TANGLAD (LEMON GRASS), 1 KG",2022,January,18.99,20.92,1,1/1/2022
"KUTSAY (CHIVES), 1 KG",2022,January,50.03,51.56,1,1/1/2022
"LABONG (BAMBOO SHOOT), 1 KG",2022,January,60.88,58.69,1,1/1/2022
"ARARU (ARROWROOT), 1 KG",2022,January,90.12,88.27,1,1/1/2022
"KAMOTE (SWEET POTATO), 1 KG",2022,January,55.92,57.82,1,1/1/2022
"GABI (TARO), 1 KG",2022,January,60.03,61.35,1,1/1/2022
"UBE (PURPLE YAM), 1 KG",2022,January,70.05,68.02,1,1/1/2022
"SINANDOMENG RICE, 1 KG",2022,January,51.24,51.22,1,1/1/2022
"DINORADO RICE, 1 KG",2022,January,54.41,54.99,1,1/1/2022
"JASMINE RICE, 1 KG",2022,January,55.31,55.69,1,1/1/2022
"MALAGKIT (STICKY RICE), 1 KG",2022,January,58.12,58.36,1,1/1/2022
"MILAGROSA RICE, 1 KG",2022,January,47.39,48.61,1,1/1/2022
"PINAWA (BROWN RICE), 1 KG",2022,January,64.51,66.9,1,1/1/2022
"PULANG BIGAS (RED RICE), 1 KG",2022,January,63.53,63.38,1,1/1/2022
"REPOLYO (CABBAGE), 1 KG",2023,January,98.95,92.47,1,1/1/2023
"KOLIFLOWER (CAULIFLOWER), 1 KG",2023,January,172.71,182.78,1,1/1/2023
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2023,January,38.87,36.15,1,1/1/2023
"ALUGBATI (MALABAR SPINACH), 1 KG",2023,January,59.83,61.09,1,1/1/2023
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2023,January,42.22,43.78,1,1/1/2023
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2023,January,45.65,47.73,1,1/1/2023
"GABI LEAVES (DAHON NG GABI), 1 KG",2023,January,90.9,86.49,1,1/1/2023
"KANGKONG (WATER SPINACH), 1 KG",2023,January,47.88,48.23,1,1/1/2023
"MALUNGGAY (MORINGA), 1 KG",2023,January,55.84,59.13,1,1/1/2023
"BOK CHOY (CHINESE CABBAGE), 1 KG",2023,January,77.31,76.33,1,1/1/2023
"PECHAY (NATIVE), 1 KG",2023,January,82.88,85.33,1,1/1/2023
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2023,January,137.65,142.61,1,1/1/2023
"SILING LABUYO (WILD CHILI), 1 KG",2023,January,310.25,315.56,1,1/1/2023
"SIBUYAS (ONION), 1 KG",2023,January,215.89,220.88,1,1/1/2023
"LABANOS (RADISH), 1 KG",2023,January,55.01,53.43,1,1/1/2023
"SITAW (STRING BEAN), 1 KG",2023,January,60.17,63.06,1,1/1/2023
"AMPALAYA (BITTER GOURD), 1 KG",2023,January,70.93,68.06,1,1/1/2023
"UPO (BOTTLE GOURD), 1 KG",2023,January,60.55,58.88,1,1/1/2023
"TALONG (EGGPLANT), (NATIVE), 1 KG",2023,January,60.15,57.07,1,1/1/2023
"LUYA (GINGER), 1 KG",2023,January,160.01,166.08,1,1/1/2023
"BAWANG (GARLIC), 1 KG",2023,January,260.03,257.02,1,1/1/2023
"KAMATIS (TOMATO), 1 KG",2023,January,80.89,83.63,1,1/1/2023
"KAROT (CARROT), 1 KG",2023,January,80.17,82.14,1,1/1/2023
"BROKOLI (BROCCOLI), 1 KG",2023,January,170.61,168.07,1,1/1/2023
"SINGKAMAS (JICAMA), 1 KG",2023,January,40.02,39.95,1,1/1/2023
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2023,January,170.98,168.03,1,1/1/2023
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2023,January,70.07,72.68,1,1/1/2023
"MUSTASA (MUSTARD LEAVE), 1 KG",2023,January,50.81,50.85,1,1/1/2023
"SAYOTE (CHAYOTE), 1 KG",2023,January,43.08,43.55,1,1/1/2023
"KALABASA (SQUASH), 1 KG",2023,January,35.09,37.25,1,1/1/2023
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2023,January,28.05,28.23,1,1/1/2023
"OKRA, 1 KG",2023,January,60.1,62.35,1,1/1/2023
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2023,January,160.08,172.01,1,1/1/2023
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2023,January,80.15,78.46,1,1/1/2023
"SAMPALOC (TAMARIND), 1 KG",2023,January,95.89,92.43,1,1/1/2023
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2023,January,63.92,62.68,1,1/1/2023
"PATOLA (SPONGE GOURD), 1 KG",2023,January,55.03,58.66,1,1/1/2023
"PATANI (LIMA BEAN), 1 KG",2023,January,60.17,63.11,1,1/1/2023
"SALUYOT (JUTE MALLOW), 1 KG",2023,January,55.99,57.99,1,1/1/2023
"KADYOS (PIGEON BEAN), 1 KG",2023,January,75.92,74.67,1,1/1/2023
"BATAW (HYACINTH BEAN), 1 KG",2023,January,65.05,63.09,1,1/1/2023
"KAMOTENG KAHOY (CASSAVA), 1 KG",2023,January,60.15,58.93,1,1/1/2023
"GABI (TARRO), 1 KG",2023,January,70.99,73.61,1,1/1/2023
"SILING-TAMBAN (BELL PEPPER), 1 KG",2023,January,95.03,93.27,1,1/1/2023
"PATATAS (POTATO), 1 KG",2023,January,85.12,83.85,1,1/1/2023
"LETTUCE (LITSUGAS), 1 KG",2023,January,105.03,103.27,1,1/1/2023
"GREEN BEANS (BAGUIO BEANS), 1 KG",2023,January,75.03,73.85,1,1/1/2023
"SILING LABUYO (RED CHILI), 1 KG",2023,January,105.11,103.02,1,1/1/2023
"KOLITIS/URAY (AMARANTH), 1 KG",2023,January,60.99,62.79,1,1/1/2023
"TOGUE (BEAN SPROUTS), 1 KG",2023,January,33.15,32.67,1,1/1/2023
"PAKO (FIDDLEHEAD FERN), 1 KG",2023,January,75.92,73.71,1,1/1/2023
"MUSHROOM (OYSTER/FRESH), 1 KG",2023,January,170.99,179.19,1,1/1/2023
"TANGLAD (LEMON GRASS), 1 KG",2023,January,20.03,23.94,1,1/1/2023
"KUTSAY (CHIVES), 1 KG",2023,January,55.05,56.68,1,1/1/2023
"LABONG (BAMBOO SHOOT), 1 KG",2023,January,65.05,63.43,1,1/1/2023
"ARARU (ARROWROOT), 1 KG",2023,January,95.88,93.26,1,1/1/2023
"KAMOTE (SWEET POTATO), 1 KG",2023,January,60.11,62.79,1,1/1/2023
"GABI (TARO), 1 KG",2023,January,65.99,66.69,1,1/1/2023
"UBE (PURPLE YAM), 1 KG",2023,January,75.99,73.44,1,1/1/2023
"SINANDOMENG RICE, 1 KG",2023,January,52.65,53.66,1,1/1/2023
"DINORADO RICE, 1 KG",2023,January,55.77,57.6,1,1/1/2023
"JASMINE RICE, 1 KG",2023,January,57.03,58.55,1,1/1/2023
"MALAGKIT (STICKY RICE), 1 KG",2023,January,60.91,61.48,1,1/1/2023
"MILAGROSA RICE, 1 KG",2023,January,49.11,51.08,1,1/1/2023
"PINAWA (BROWN RICE), 1 KG",2023,January,69.08,70.51,1,1/1/2023
"PULANG BIGAS (RED RICE), 1 KG",2023,January,66.5,66.79,1,1/1/2023
"REPOLYO (CABBAGE), 1 KG",2024,January,78.69,86.37,1,1/1/2024
"KOLIFLOWER (CAULIFLOWER), 1 KG",2024,January,160.83,175.04,1,1/1/2024
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2024,January,28.94,34.58,1,1/1/2024
"ALUGBATI (MALABAR SPINACH), 1 KG",2024,January,62.5,63.99,1,1/1/2024
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2024,January,44.85,49.75,1,1/1/2024
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2024,January,44.27,47.31,1,1/1/2024
"GABI LEAVES (DAHON NG GABI), 1 KG",2024,January,87.75,91.65,1,1/1/2024
"KANGKONG (WATER SPINACH), 1 KG",2024,January,49.8,53.12,1,1/1/2024
"MALUNGGAY (MORINGA), 1 KG",2024,January,59.13,57.32,1,1/1/2024
"BOK CHOY (CHINESE CABBAGE), 1 KG",2024,January,68,77.77,1,1/1/2024
"PECHAY (NATIVE), 1 KG",2024,January,85.89,93.3,1,1/1/2024
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2024,January,136.85,140.87,1,1/1/2024
"SILING LABUYO (WILD CHILI), 1 KG",2024,January,335.79,339.14,1,1/1/2024
"SIBUYAS (ONION), 1 KG",2024,January,235.15,243.43,1,1/1/2024
"LABANOS (RADISH), 1 KG",2024,January,60.4,57.59,1,1/1/2024
"SITAW (STRING BEAN), 1 KG",2024,January,65.81,67.29,1,1/1/2024
"AMPALAYA (BITTER GOURD), 1 KG",2024,January,75.05,73.41,1,1/1/2024
"UPO (BOTTLE GOURD), 1 KG",2024,January,65.07,64.31,1,1/1/2024
"TALONG (EGGPLANT), (NATIVE), 1 KG",2024,January,65.1,63.01,1,1/1/2024
"LUYA (GINGER), 1 KG",2024,January,180.44,184.94,1,1/1/2024
"BAWANG (GARLIC), 1 KG",2024,January,280.92,276.77,1,1/1/2024
"KAMATIS (TOMATO), 1 KG",2024,January,90.25,93.24,1,1/1/2024
"KAROT (CARROT), 1 KG",2024,January,85.74,87.2,1,1/1/2024
"BROKOLI (BROCCOLI), 1 KG",2024,January,180.12,178.98,1,1/1/2024
"SINGKAMAS (JICAMA), 1 KG",2024,January,43.14,42.48,1,1/1/2024
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2024,January,180.14,178.99,1,1/1/2024
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2024,January,75.84,77.63,1,1/1/2024
"MUSTASA (MUSTARD LEAVE), 1 KG",2024,January,53.07,54.32,1,1/1/2024
"SAYOTE (CHAYOTE), 1 KG",2024,January,46.52,46.24,1,1/1/2024
"KALABASA (SQUASH), 1 KG",2024,January,38.1,40.78,1,1/1/2024
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2024,January,30.15,30.73,1,1/1/2024
"OKRA, 1 KG",2024,January,65.17,67.65,1,1/1/2024
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2024,January,180.15,195.87,1,1/1/2024
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2024,January,85.11,83.62,1,1/1/2024
"SAMPALOC (TAMARIND), 1 KG",2024,January,100.12,98.08,1,1/1/2024
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2024,January,68.99,68.45,1,1/1/2024
"PATOLA (SPONGE GOURD), 1 KG",2024,January,60.91,63.6,1,1/1/2024
"PATANI (LIMA BEAN), 1 KG",2024,January,65.08,68.39,1,1/1/2024
"SALUYOT (JUTE MALLOW), 1 KG",2024,January,60.1,62.78,1,1/1/2024
"KADYOS (PIGEON BEAN), 1 KG",2024,January,80.09,78.86,1,1/1/2024
"BATAW (HYACINTH BEAN), 1 KG",2024,January,70.92,68.43,1,1/1/2024
"KAMOTENG KAHOY (CASSAVA), 1 KG",2024,January,65.92,64.03,1,1/1/2024
"GABI (TARRO), 1 KG",2024,January,75.99,77.22,1,1/1/2024
"SILING-TAMBAN (BELL PEPPER), 1 KG",2024,January,100.99,97.94,1,1/1/2024
"PATATAS (POTATO), 1 KG",2024,January,90.03,88.61,1,1/1/2024
"LETTUCE (LITSUGAS), 1 KG",2024,January,110.05,108.21,1,1/1/2024
"GREEN BEANS (BAGUIO BEANS), 1 KG",2024,January,80.05,78.77,1,1/1/2024
"SILING LABUYO (RED CHILI), 1 KG",2024,January,110.05,108.26,1,1/1/2024
"KOLITIS/URAY (AMARANTH), 1 KG",2024,January,65.99,67.77,1,1/1/2024
"TOGUE (BEAN SPROUTS), 1 KG",2024,January,35.15,34.33,1,1/1/2024
"PAKO (FIDDLEHEAD FERN), 1 KG",2024,January,80.05,78.62,1,1/1/2024
"MUSHROOM (OYSTER/FRESH), 1 KG",2024,January,180.05,188.94,1,1/1/2024
"TANGLAD (LEMON GRASS), 1 KG",2024,January,22.01,25.88,1,1/1/2024
"KUTSAY (CHIVES), 1 KG",2024,January,60.11,61.53,1,1/1/2024
"LABONG (BAMBOO SHOOT), 1 KG",2024,January,70.15,68.01,1,1/1/2024
"ARARU (ARROWROOT), 1 KG",2024,January,100.03,97.58,1,1/1/2024
"KAMOTE (SWEET POTATO), 1 KG",2024,January,65.03,67.35,1,1/1/2024
"GABI (TARO), 1 KG",2024,January,70.92,71.35,1,1/1/2024
"UBE (PURPLE YAM), 1 KG",2024,January,80.05,78.02,1,1/1/2024
"SINANDOMENG RICE, 1 KG",2024,January,55.16,56.24,1,1/1/2024
"DINORADO RICE, 1 KG",2024,January,58.13,60.36,1,1/1/2024
"JASMINE RICE, 1 KG",2024,January,61.9,61.61,1,1/1/2024
"MALAGKIT (STICKY RICE), 1 KG",2024,January,64.69,64.37,1,1/1/2024
"MILAGROSA RICE, 1 KG",2024,January,51.63,53.73,1,1/1/2024
"PINAWA (BROWN RICE), 1 KG",2024,January,72.33,73.22,1,1/1/2024
"PULANG BIGAS (RED RICE), 1 KG",2024,January,68.91,69.91,1,1/1/2024
"REPOLYO (CABBAGE), 1 KG",2018,February,69.06,80.68,2,2/1/2018
"KOLIFLOWER (CAULIFLOWER), 1 KG",2018,February,86.96,113.63,2,2/1/2018
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2018,February,23.44,28.58,2,2/1/2018
"ALUGBATI (MALABAR SPINACH), 1 KG",2018,February,49.44,51.13,2,2/1/2018
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2018,February,31.99,34.01,2,2/1/2018
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2018,February,33.12,33.83,2,2/1/2018
"GABI LEAVES (DAHON NG GABI), 1 KG",2018,February,77.64,73.26,2,2/1/2018
"KANGKONG (WATER SPINACH), 1 KG",2018,February,29.47,32.25,2,2/1/2018
"MALUNGGAY (MORINGA), 1 KG",2018,February,49.91,50.97,2,2/1/2018
"BOK CHOY (CHINESE CABBAGE), 1 KG",2018,February,61.24,64.95,2,2/1/2018
"PECHAY (NATIVE), 1 KG",2018,February,68.73,65.23,2,2/1/2018
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2018,February,94.3,93.16,2,2/1/2018
"SILING LABUYO (WILD CHILI), 1 KG",2018,February,170.81,192.97,2,2/1/2018
"SIBUYAS (ONION), 1 KG",2018,February,125.84,133.42,2,2/1/2018
"LABANOS (RADISH), 1 KG",2018,February,25.18,28.12,2,2/1/2018
"SITAW (STRING BEAN), 1 KG",2018,February,30.67,38.19,2,2/1/2018
"AMPALAYA (BITTER GOURD), 1 KG",2018,February,40.18,43.56,2,2/1/2018
"UPO (BOTTLE GOURD), 1 KG",2018,February,30.93,33.46,2,2/1/2018
"TALONG (EGGPLANT), (NATIVE), 1 KG",2018,February,30.12,33.44,2,2/1/2018
"LUYA (GINGER), 1 KG",2018,February,85.12,100.53,2,2/1/2018
"BAWANG (GARLIC), 1 KG",2018,February,170.51,176.77,2,2/1/2018
"KAMATIS (TOMATO), 1 KG",2018,February,40.58,48.49,2,2/1/2018
"KAROT (CARROT), 1 KG",2018,February,50.88,55.98,2,2/1/2018
"BROKOLI (BROCCOLI), 1 KG",2018,February,115.65,118.49,2,2/1/2018
"SINGKAMAS (JICAMA), 1 KG",2018,February,20.37,24.55,2,2/1/2018
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2018,February,115.72,118.45,2,2/1/2018
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2018,February,45.47,51.57,2,2/1/2018
"MUSTASA (MUSTARD LEAVE), 1 KG",2018,February,30.69,34.54,2,2/1/2018
"SAYOTE (CHAYOTE), 1 KG",2018,February,25.88,27.74,2,2/1/2018
"KALABASA (SQUASH), 1 KG",2018,February,18.06,22.22,2,2/1/2018
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2018,February,12.08,16.05,2,2/1/2018
"OKRA, 1 KG",2018,February,30.91,37,2,2/1/2018
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2018,February,80.12,93.32,2,2/1/2018
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2018,February,50.07,54.16,2,2/1/2018
"SAMPALOC (TAMARIND), 1 KG",2018,February,65.88,68.46,2,2/1/2018
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2018,February,33.19,37.77,2,2/1/2018
"PATOLA (SPONGE GOURD), 1 KG",2018,February,25.1,32.69,2,2/1/2018
"PATANI (LIMA BEAN), 1 KG",2018,February,30.12,37.47,2,2/1/2018
"SALUYOT (JUTE MALLOW), 1 KG",2018,February,25.44,31.77,2,2/1/2018
"KADYOS (PIGEON BEAN), 1 KG",2018,February,45.19,48.43,2,2/1/2018
"BATAW (HYACINTH BEAN), 1 KG",2018,February,35.08,38.3,2,2/1/2018
"KAMOTENG KAHOY (CASSAVA), 1 KG",2018,February,30.14,33.84,2,2/1/2018
"GABI (TARRO), 1 KG",2018,February,40.99,47.75,2,2/1/2018
"SILING-TAMBAN (BELL PEPPER), 1 KG",2018,February,65.88,70.18,2,2/1/2018
"PATATAS (POTATO), 1 KG",2018,February,55.19,58.72,2,2/1/2018
"LETTUCE (LITSUGAS), 1 KG",2018,February,75.92,79.54,2,2/1/2018
"GREEN BEANS (BAGUIO BEANS), 1 KG",2018,February,45.19,48.77,2,2/1/2018
"SILING LABUYO (RED CHILI), 1 KG",2018,February,75.99,78.28,2,2/1/2018
"KOLITIS/URAY (AMARANTH), 1 KG",2018,February,30.15,37.36,2,2/1/2018
"TOGUE (BEAN SPROUTS), 1 KG",2018,February,18.99,19.43,2,2/1/2018
"PAKO (FIDDLEHEAD FERN), 1 KG",2018,February,45.12,47.44,2,2/1/2018
"MUSHROOM (OYSTER/FRESH), 1 KG",2018,February,115.88,129.28,2,2/1/2018
"TANGLAD (LEMON GRASS), 1 KG",2018,February,9.99,12.76,2,2/1/2018
"KUTSAY (CHIVES), 1 KG",2018,February,25.05,31.77,2,2/1/2018
"LABONG (BAMBOO SHOOT), 1 KG",2018,February,35.88,38.65,2,2/1/2018
"ARARU (ARROWROOT), 1 KG",2018,February,65.09,69.34,2,2/1/2018
"KAMOTE (SWEET POTATO), 1 KG",2018,February,30.99,37.47,2,2/1/2018
"GABI (TARO), 1 KG",2018,February,35.11,41.59,2,2/1/2018
"UBE (PURPLE YAM), 1 KG",2018,February,45.15,48.45,2,2/1/2018
"SINANDOMENG RICE, 1 KG",2018,February,39.78,42,2,2/1/2018
"DINORADO RICE, 1 KG",2018,February,43.15,44.54,2,2/1/2018
"JASMINE RICE, 1 KG",2018,February,46.3,46.22,2,2/1/2018
"MALAGKIT (STICKY RICE), 1 KG",2018,February,45.69,48.24,2,2/1/2018
"MILAGROSA RICE, 1 KG",2018,February,39.26,39.82,2,2/1/2018
"PINAWA (BROWN RICE), 1 KG",2018,February,53.1,55.01,2,2/1/2018
"PULANG BIGAS (RED RICE), 1 KG",2018,February,52.45,52.19,2,2/1/2018
"REPOLYO (CABBAGE), 1 KG",2019,February,70.6,75.67,2,2/1/2019
"KOLIFLOWER (CAULIFLOWER), 1 KG",2019,February,116.84,119.31,2,2/1/2019
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2019,February,33.14,31.66,2,2/1/2019
"ALUGBATI (MALABAR SPINACH), 1 KG",2019,February,55.44,52.65,2,2/1/2019
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2019,February,36.04,34.84,2,2/1/2019
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2019,February,33.56,34.58,2,2/1/2019
"GABI LEAVES (DAHON NG GABI), 1 KG",2019,February,68.57,70.02,2,2/1/2019
"KANGKONG (WATER SPINACH), 1 KG",2019,February,34.99,33.78,2,2/1/2019
"MALUNGGAY (MORINGA), 1 KG",2019,February,52.23,49.44,2,2/1/2019
"BOK CHOY (CHINESE CABBAGE), 1 KG",2019,February,66.41,67.98,2,2/1/2019
"PECHAY (NATIVE), 1 KG",2019,February,68.16,66.4,2,2/1/2019
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2019,February,92.07,98.98,2,2/1/2019
"SILING LABUYO (WILD CHILI), 1 KG",2019,February,190.54,214.77,2,2/1/2019
"SIBUYAS (ONION), 1 KG",2019,February,140.93,150.39,2,2/1/2019
"LABANOS (RADISH), 1 KG",2019,February,30.16,33.26,2,2/1/2019
"SITAW (STRING BEAN), 1 KG",2019,February,35.92,43.07,2,2/1/2019
"AMPALAYA (BITTER GOURD), 1 KG",2019,February,45.91,48.45,2,2/1/2019
"UPO (BOTTLE GOURD), 1 KG",2019,February,35.12,38.09,2,2/1/2019
"TALONG (EGGPLANT), (NATIVE), 1 KG",2019,February,35.9,38.44,2,2/1/2019
"LUYA (GINGER), 1 KG",2019,February,95.93,110.92,2,2/1/2019
"BAWANG (GARLIC), 1 KG",2019,February,185.03,193.04,2,2/1/2019
"KAMATIS (TOMATO), 1 KG",2019,February,45.4,53.72,2,2/1/2019
"KAROT (CARROT), 1 KG",2019,February,55.33,61.4,2,2/1/2019
"BROKOLI (BROCCOLI), 1 KG",2019,February,125.74,128.91,2,2/1/2019
"SINGKAMAS (JICAMA), 1 KG",2019,February,23.49,27.52,2,2/1/2019
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2019,February,125.04,128.91,2,2/1/2019
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2019,February,48.91,55.7,2,2/1/2019
"MUSTASA (MUSTARD LEAVE), 1 KG",2019,February,33.19,38.33,2,2/1/2019
"SAYOTE (CHAYOTE), 1 KG",2019,February,28.37,31.25,2,2/1/2019
"KALABASA (SQUASH), 1 KG",2019,February,20.14,24.58,2,2/1/2019
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2019,February,14.15,18.16,2,2/1/2019
"OKRA, 1 KG",2019,February,35.78,42.06,2,2/1/2019
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2019,February,90.77,104.28,2,2/1/2019
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2019,February,55.88,59.92,2,2/1/2019
"SAMPALOC (TAMARIND), 1 KG",2019,February,70.15,73.54,2,2/1/2019
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2019,February,38.9,42.51,2,2/1/2019
"PATOLA (SPONGE GOURD), 1 KG",2019,February,30.05,37.68,2,2/1/2019
"PATANI (LIMA BEAN), 1 KG",2019,February,35.89,42.22,2,2/1/2019
"SALUYOT (JUTE MALLOW), 1 KG",2019,February,30.15,36.81,2,2/1/2019
"KADYOS (PIGEON BEAN), 1 KG",2019,February,50.05,53.84,2,2/1/2019
"BATAW (HYACINTH BEAN), 1 KG",2019,February,40.11,43.37,2,2/1/2019
"KAMOTENG KAHOY (CASSAVA), 1 KG",2019,February,35.99,38.87,2,2/1/2019
"GABI (TARRO), 1 KG",2019,February,45.15,53.74,2,2/1/2019
"SILING-TAMBAN (BELL PEPPER), 1 KG",2019,February,70.11,75.44,2,2/1/2019
"PATATAS (POTATO), 1 KG",2019,February,60.88,63.83,2,2/1/2019
"LETTUCE (LITSUGAS), 1 KG",2019,February,80.11,84.32,2,2/1/2019
"GREEN BEANS (BAGUIO BEANS), 1 KG",2019,February,50.03,53.42,2,2/1/2019
"SILING LABUYO (RED CHILI), 1 KG",2019,February,80.12,83.84,2,2/1/2019
"KOLITIS/URAY (AMARANTH), 1 KG",2019,February,35.99,42.39,2,2/1/2019
"TOGUE (BEAN SPROUTS), 1 KG",2019,February,20.01,22.34,2,2/1/2019
"PAKO (FIDDLEHEAD FERN), 1 KG",2019,February,50.88,52.99,2,2/1/2019
"MUSHROOM (OYSTER/FRESH), 1 KG",2019,February,125.15,138.42,2,2/1/2019
"TANGLAD (LEMON GRASS), 1 KG",2019,February,10.15,14.85,2,2/1/2019
"KUTSAY (CHIVES), 1 KG",2019,February,30.99,37.94,2,2/1/2019
"LABONG (BAMBOO SHOOT), 1 KG",2019,February,40.05,43.34,2,2/1/2019
"ARARU (ARROWROOT), 1 KG",2019,February,70.11,73.42,2,2/1/2019
"KAMOTE (SWEET POTATO), 1 KG",2019,February,35.15,41.93,2,2/1/2019
"GABI (TARO), 1 KG",2019,February,40.03,46.35,2,2/1/2019
"UBE (PURPLE YAM), 1 KG",2019,February,50.03,53.83,2,2/1/2019
"SINANDOMENG RICE, 1 KG",2019,February,43.39,43.81,2,2/1/2019
"DINORADO RICE, 1 KG",2019,February,47.77,46.99,2,2/1/2019
"JASMINE RICE, 1 KG",2019,February,48.46,48.58,2,2/1/2019
"MALAGKIT (STICKY RICE), 1 KG",2019,February,50.18,50.11,2,2/1/2019
"MILAGROSA RICE, 1 KG",2019,February,41.75,41.91,2,2/1/2019
"PINAWA (BROWN RICE), 1 KG",2019,February,57.03,58.18,2,2/1/2019
"PULANG BIGAS (RED RICE), 1 KG",2019,February,54.57,54.45,2,2/1/2019
"REPOLYO (CABBAGE), 1 KG",2020,February,65.8,74.92,2,2/1/2020
"KOLIFLOWER (CAULIFLOWER), 1 KG",2020,February,89.33,100.46,2,2/1/2020
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2020,February,32.27,31.52,2,2/1/2020
"ALUGBATI (MALABAR SPINACH), 1 KG",2020,February,54.38,55.62,2,2/1/2020
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2020,February,34.57,36.2,2,2/1/2020
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2020,February,32.13,32.82,2,2/1/2020
"GABI LEAVES (DAHON NG GABI), 1 KG",2020,February,73.47,75.57,2,2/1/2020
"KANGKONG (WATER SPINACH), 1 KG",2020,February,34.3,35.53,2,2/1/2020
"MALUNGGAY (MORINGA), 1 KG",2020,February,46.05,44.85,2,2/1/2020
"BOK CHOY (CHINESE CABBAGE), 1 KG",2020,February,58.11,62.33,2,2/1/2020
"PECHAY (NATIVE), 1 KG",2020,February,65.51,68.3,2,2/1/2020
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2020,February,107.4,104.21,2,2/1/2020
"SILING LABUYO (WILD CHILI), 1 KG",2020,February,210.09,236.17,2,2/1/2020
"SIBUYAS (ONION), 1 KG",2020,February,155.03,167.65,2,2/1/2020
"LABANOS (RADISH), 1 KG",2020,February,35.79,37.69,2,2/1/2020
"SITAW (STRING BEAN), 1 KG",2020,February,40.11,47.13,2,2/1/2020
"AMPALAYA (BITTER GOURD), 1 KG",2020,February,50.09,53.07,2,2/1/2020
"UPO (BOTTLE GOURD), 1 KG",2020,February,40.67,43.17,2,2/1/2020
"TALONG (EGGPLANT), (NATIVE), 1 KG",2020,February,40.72,43.23,2,2/1/2020
"LUYA (GINGER), 1 KG",2020,February,105.79,120.42,2,2/1/2020
"BAWANG (GARLIC), 1 KG",2020,February,200.08,206.77,2,2/1/2020
"KAMATIS (TOMATO), 1 KG",2020,February,50.02,58.21,2,2/1/2020
